month,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrolments,total_demo_updates,total_bio_updates,demo_update_ratio,bio_update_ratio
2025-04-01,Assam,Bongaigaon,221,87,61,348.0,4007.0,4512.0,1135.0,369,4355.0,5647.0,11.802168021680217,15.303523035230352
2025-04-01,Assam,Cachar,988,461,299,0.0,0.0,9483.0,2866.0,1748,0.0,12349.0,0.0,7.064645308924485
2025-04-01,Assam,Charaideo,91,50,164,0.0,0.0,385.0,166.0,305,0.0,551.0,0.0,1.8065573770491803
2025-04-01,Assam,Chirang,189,199,179,0.0,0.0,2597.0,633.0,567,0.0,3230.0,0.0,5.696649029982363
2025-04-01,Assam,Darrang,654,340,270,0.0,0.0,3709.0,1180.0,1264,0.0,4889.0,0.0,3.867879746835443
2025-04-01,Assam,Dhemaji,179,176,52,0.0,0.0,1532.0,642.0,407,0.0,2174.0,0.0,5.341523341523342
2025-04-01,Assam,Dhubri,998,654,80,0.0,0.0,9246.0,1767.0,1732,0.0,11013.0,0.0,6.358545034642033
2025-04-01,Assam,Dibrugarh,179,149,186,0.0,0.0,2860.0,2275.0,514,0.0,5135.0,0.0,9.990272373540856
2025-04-01,Assam,Goalpara,587,294,283,0.0,0.0,2740.0,746.0,1164,0.0,3486.0,0.0,2.9948453608247423
2025-04-01,Assam,Golaghat,568,501,144,0.0,0.0,1210.0,763.0,1213,0.0,1973.0,0.0,1.626545754328112
2025-04-01,Assam,Hailakandi,242,143,78,0.0,0.0,1165.0,482.0,463,0.0,1647.0,0.0,3.5572354211663066
2025-04-01,Assam,Hojai,763,253,100,0.0,0.0,2871.0,1358.0,1116,0.0,4229.0,0.0,3.789426523297491
2025-04-01,Assam,Jorhat,210,156,154,0.0,0.0,1052.0,436.0,520,0.0,1488.0,0.0,2.8615384615384616
2025-04-01,Assam,Kamrup,741,404,179,0.0,0.0,8005.0,1226.0,1324,0.0,9231.0,0.0,6.972054380664653
2025-04-01,Assam,Kamrup Metro,276,396,213,0.0,0.0,2881.0,1492.0,885,0.0,4373.0,0.0,4.941242937853107
2025-04-01,Assam,Karbi Anglong,543,1030,323,0.0,0.0,2984.0,1071.0,1896,0.0,4055.0,0.0,2.1387130801687766
2025-04-01,Assam,Karimganj,508,426,91,0.0,0.0,2550.0,934.0,1025,0.0,3484.0,0.0,3.3990243902439023
2025-04-01,Assam,Kokrajhar,301,238,25,0.0,0.0,4750.0,1068.0,564,0.0,5818.0,0.0,10.315602836879433
2025-04-01,Assam,Lakhimpur,400,221,93,0.0,0.0,3081.0,896.0,714,0.0,3977.0,0.0,5.5700280112044815
2025-04-01,Assam,Marigaon,540,457,96,0.0,0.0,4983.0,1237.0,1093,0.0,6220.0,0.0,5.690759377859103
2025-04-01,Assam,Nagaon,504,236,36,0.0,0.0,8183.0,5530.0,776,0.0,13713.0,0.0,17.67139175257732
2025-04-01,Assam,Nalbari,55,49,77,0.0,0.0,1452.0,301.0,181,0.0,1753.0,0.0,9.685082872928177
2025-04-01,Assam,North Cachar Hills,130,179,99,0.0,0.0,184.0,95.0,408,0.0,279.0,0.0,0.6838235294117647
2025-04-01,Assam,Sibsagar,220,83,276,0.0,0.0,757.0,248.0,579,0.0,1005.0,0.0,1.7357512953367875
2025-04-01,Assam,Sonitpur,138,169,65,0.0,0.0,3255.0,1068.0,372,0.0,4323.0,0.0,11.620967741935484
2025-04-01,Assam,South Salmara Mankachar,176,102,30,0.0,0.0,360.0,161.0,308,0.0,521.0,0.0,1.6915584415584415
2025-04-01,Assam,Tinsukia,339,391,261,0.0,0.0,1387.0,723.0,991,0.0,2110.0,0.0,2.1291624621594347
2025-04-01,Assam,Udalguri,447,364,319,0.0,0.0,2535.0,738.0,1130,0.0,3273.0,0.0,2.8964601769911504
2025-04-01,Assam,West Karbi Anglong,94,344,45,0.0,0.0,162.0,188.0,483,0.0,350.0,0.0,0.7246376811594203
2025-04-01,Bihar,Bhagalpur,678,534,26,930.0,4372.0,14317.0,10270.0,1238,5302.0,24587.0,4.282714054927302,19.86025848142165
2025-04-01,Bihar,East Champaran,1528,2371,153,0.0,0.0,18395.0,16092.0,4052,0.0,34487.0,0.0,8.511105626850938
2025-04-01,Bihar,Gaya,437,1371,54,0.0,0.0,17648.0,14616.0,1862,0.0,32264.0,0.0,17.327604726100965
2025-04-01,Bihar,Jamui,1015,647,30,0.0,0.0,7373.0,4803.0,1692,0.0,12176.0,0.0,7.196217494089835
2025-04-01,Bihar,Jehanabad,78,292,48,0.0,0.0,2739.0,2931.0,418,0.0,5670.0,0.0,13.564593301435407
2025-04-01,Bihar,Kaimur (Bhabua),146,199,12,0.0,0.0,5973.0,4993.0,357,0.0,10966.0,0.0,30.717086834733895
2025-04-01,Bihar,Madhubani,388,485,60,0.0,0.0,21330.0,19418.0,933,0.0,40748.0,0.0,43.67416934619507
2025-04-01,Bihar,Munger,191,278,22,0.0,0.0,3807.0,3746.0,491,0.0,7553.0,0.0,15.382892057026476
2025-04-01,Bihar,Muzaffarpur,1159,865,65,0.0,0.0,18807.0,16225.0,2089,0.0,35032.0,0.0,16.769746290090954
2025-04-01,Bihar,Patna,723,2303,373,0.0,0.0,17785.0,15295.0,3399,0.0,33080.0,0.0,9.732274198293617
2025-04-01,Bihar,Purnia,517,276,21,0.0,0.0,19935.0,17607.0,814,0.0,37542.0,0.0,46.12039312039312
2025-04-01,Bihar,Saran,143,174,10,0.0,0.0,9485.0,10504.0,327,0.0,19989.0,0.0,61.12844036697248
2025-04-01,Bihar,Sitamarhi,2452,1625,487,0.0,0.0,14036.0,13191.0,4564,0.0,27227.0,0.0,5.965600350569676
2025-04-01,Bihar,Vaishali,270,217,10,0.0,0.0,14309.0,14410.0,497,0.0,28719.0,0.0,57.78470824949698
2025-04-01,Bihar,West Champaran,2826,3724,159,0.0,0.0,13858.0,12321.0,6709,0.0,26179.0,0.0,3.9020718437919215
2025-04-01,Chandigarh,Chandigarh,86,21,10,3917.0,10968.0,4587.0,3334.0,117,14885.0,7921.0,127.22222222222223,67.7008547008547
2025-04-01,Chhattisgarh,Bijapur,397,135,126,0.0,0.0,1550.0,1985.0,658,0.0,3535.0,0.0,5.372340425531915
2025-04-01,Chhattisgarh,Durg,336,38,10,1119.0,4996.0,3606.0,15585.0,384,6115.0,19191.0,15.924479166666666,49.9765625
2025-04-01,Chhattisgarh,Raipur,299,12,11,933.0,9415.0,3770.0,15413.0,322,10348.0,19183.0,32.13664596273292,59.57453416149068
2025-04-01,Chhattisgarh,Sukma,267,69,45,0.0,0.0,879.0,1508.0,381,0.0,2387.0,0.0,6.2650918635170605
2025-04-01,Delhi,Central Delhi,80,41,12,1317.0,12202.0,5261.0,5303.0,133,13519.0,10564.0,101.64661654135338,79.42857142857143
2025-04-01,Delhi,East Delhi,676,221,15,6792.0,32844.0,12509.0,14044.0,912,39636.0,26553.0,43.46052631578947,29.11513157894737
2025-04-01,Delhi,North West Delhi,903,349,54,9362.0,53618.0,27815.0,37256.0,1306,62980.0,65071.0,48.22358346094946,49.824655436447166
2025-04-01,Delhi,Shahdara,208,98,13,1027.0,3864.0,696.0,928.0,319,4891.0,1624.0,15.33228840125392,5.090909090909091
2025-04-01,Delhi,South Delhi,404,137,22,6371.0,48988.0,23647.0,29056.0,563,55359.0,52703.0,98.32859680284191,93.61101243339255
2025-04-01,Delhi,South West Delhi,558,209,58,4873.0,32293.0,13859.0,13828.0,825,37166.0,27687.0,45.04969696969697,33.56
2025-04-01,Delhi,West Delhi,1249,440,183,6499.0,41588.0,14572.0,21234.0,1872,48087.0,35806.0,25.6875,19.127136752136753
2025-04-01,Gujarat,Ahmedabad,77,26,19,2269.0,19402.0,18247.0,27634.0,122,21671.0,45881.0,177.63114754098362,376.07377049180326
2025-04-01,Gujarat,Amreli,174,21,43,0.0,0.0,3506.0,3969.0,238,0.0,7475.0,0.0,31.407563025210084
2025-04-01,Gujarat,Anand,136,30,75,0.0,0.0,6004.0,7883.0,241,0.0,13887.0,0.0,57.62240663900415
2025-04-01,Gujarat,Arvalli,144,32,30,0.0,0.0,2004.0,1235.0,206,0.0,3239.0,0.0,15.723300970873787
2025-04-01,Gujarat,Banaskantha,1685,1358,1001,0.0,0.0,5649.0,7714.0,4044,0.0,13363.0,0.0,3.3044015825914936
2025-04-01,Gujarat,Bharuch,138,50,23,0.0,0.0,4252.0,5159.0,211,0.0,9411.0,0.0,44.60189573459716
2025-04-01,Gujarat,Bhavnagar,567,36,25,0.0,0.0,7718.0,9386.0,628,0.0,17104.0,0.0,27.235668789808916
2025-04-01,Gujarat,Botad,291,21,20,0.0,0.0,909.0,636.0,332,0.0,1545.0,0.0,4.653614457831325
2025-04-01,Gujarat,Chhotaudepur,242,121,119,0.0,0.0,2427.0,2256.0,482,0.0,4683.0,0.0,9.715767634854771
2025-04-01,Gujarat,Dahod,855,782,434,0.0,0.0,7920.0,8011.0,2071,0.0,15931.0,0.0,7.6924191211974895
2025-04-01,Gujarat,Devbhumi Dwarka,186,44,54,0.0,0.0,2361.0,1003.0,284,0.0,3364.0,0.0,11.845070422535212
2025-04-01,Gujarat,Gandhinagar,495,138,156,512.0,4636.0,3978.0,5229.0,789,5148.0,9207.0,6.524714828897339,11.669201520912548
2025-04-01,Gujarat,Gir Somnath,1262,265,179,0.0,0.0,2439.0,1721.0,1706,0.0,4160.0,0.0,2.4384525205158263
2025-04-01,Gujarat,Jamnagar,240,43,33,0.0,0.0,3999.0,4706.0,316,0.0,8705.0,0.0,27.54746835443038
2025-04-01,Gujarat,Junagadh,250,27,12,0.0,0.0,3163.0,8036.0,289,0.0,11199.0,0.0,38.75086505190311
2025-04-01,Gujarat,Kachchh,587,242,78,818.0,4824.0,9160.0,7044.0,907,5642.0,16204.0,6.220507166482911,17.865490628445425
2025-04-01,Gujarat,Kheda,425,80,150,0.0,0.0,5900.0,7903.0,655,0.0,13803.0,0.0,21.07328244274809
2025-04-01,Gujarat,Mahesana,433,55,65,310.0,1636.0,3672.0,5662.0,553,1946.0,9334.0,3.518987341772152,16.87884267631103
2025-04-01,Gujarat,Mahisagar,110,12,16,0.0,0.0,1745.0,1517.0,138,0.0,3262.0,0.0,23.63768115942029
2025-04-01,Gujarat,Morbi,818,178,175,352.0,2174.0,2887.0,1336.0,1171,2526.0,4223.0,2.157130657557643,3.606319385140905
2025-04-01,Gujarat,Navsari,133,10,33,0.0,0.0,2813.0,2655.0,176,0.0,5468.0,0.0,31.068181818181817
2025-04-01,Gujarat,Panchmahals,574,145,183,0.0,0.0,3091.0,6898.0,902,0.0,9989.0,0.0,11.074279379157428
2025-04-01,Gujarat,Patan,800,173,225,0.0,0.0,3491.0,4618.0,1198,0.0,8109.0,0.0,6.768781302170284
2025-04-01,Gujarat,Porbandar,267,38,44,0.0,0.0,1716.0,2165.0,349,0.0,3881.0,0.0,11.120343839541547
2025-04-01,Gujarat,Rajkot,1398,338,231,584.0,8057.0,8682.0,10776.0,1967,8641.0,19458.0,4.392984239959329,9.892221657346212
2025-04-01,Gujarat,Sabarkantha,389,197,110,0.0,0.0,4778.0,5880.0,696,0.0,10658.0,0.0,15.313218390804598
2025-04-01,Gujarat,Surat,2932,976,280,2286.0,23666.0,17298.0,20133.0,4188,25952.0,37431.0,6.196752626552054,8.937679083094556
2025-04-01,Gujarat,Surendra Nagar,436,159,91,0.0,0.0,5561.0,6110.0,686,0.0,11671.0,0.0,17.013119533527696
2025-04-01,Gujarat,Tapi,68,12,13,0.0,0.0,2229.0,3622.0,93,0.0,5851.0,0.0,62.913978494623656
2025-04-01,Gujarat,The Dangs,85,13,22,0.0,0.0,2183.0,2392.0,120,0.0,4575.0,0.0,38.125
2025-04-01,Gujarat,Vadodara,788,216,180,0.0,0.0,6897.0,14900.0,1184,0.0,21797.0,0.0,18.40962837837838
2025-04-01,Gujarat,Valsad,618,186,100,168.0,464.0,4813.0,5971.0,904,632.0,10784.0,0.6991150442477876,11.929203539823009
2025-04-01,Haryana,Faridabad,1291,290,25,3062.0,16457.0,6769.0,8256.0,1606,19519.0,15025.0,12.153798256537982,9.355541718555417
2025-04-01,Haryana,Gurgaon,494,192,36,2353.0,15690.0,4250.0,4638.0,722,18043.0,8888.0,24.990304709141274,12.310249307479225
2025-04-01,Jammu and Kashmir,Punch,142,59,10,670.0,3193.0,2567.0,3272.0,211,3863.0,5839.0,18.308056872037916,27.672985781990523
2025-04-01,Jharkhand,Deoghar,371,342,10,0.0,0.0,6707.0,5891.0,723,0.0,12598.0,0.0,17.424619640387274
2025-04-01,Jharkhand,Dumka,34,32,23,0.0,0.0,9051.0,8197.0,89,0.0,17248.0,0.0,193.79775280898878
2025-04-01,Jharkhand,East Singhbhum,55,54,11,0.0,0.0,12370.0,12771.0,120,0.0,25141.0,0.0,209.50833333333333
2025-04-01,Jharkhand,Godda,79,46,11,0.0,0.0,11029.0,6501.0,136,0.0,17530.0,0.0,128.89705882352942
2025-04-01,Jharkhand,Hazaribagh,169,65,14,0.0,0.0,7363.0,5568.0,248,0.0,12931.0,0.0,52.141129032258064
2025-04-01,Jharkhand,Lohardaga,187,104,17,0.0,0.0,3098.0,4422.0,308,0.0,7520.0,0.0,24.415584415584416
2025-04-01,Jharkhand,Pakur,579,372,11,0.0,0.0,4133.0,2273.0,962,0.0,6406.0,0.0,6.659043659043659
2025-04-01,Jharkhand,Ranchi,552,481,87,606.0,5520.0,12941.0,20668.0,1120,6126.0,33609.0,5.4696428571428575,30.008035714285715
2025-04-01,Karnataka,Bengaluru,5774,1026,1047,2886.0,20115.0,19925.0,19444.0,7847,23001.0,39369.0,2.9311838919332227,5.017076589779534
2025-04-01,Karnataka,Kalaburagi,560,31,17,597.0,2029.0,4184.0,2891.0,608,2626.0,7075.0,4.319078947368421,11.636513157894736
2025-04-01,Karnataka,Mysuru,456,19,10,507.0,3128.0,3719.0,3149.0,485,3635.0,6868.0,7.494845360824742,14.16082474226804
2025-04-01,Karnataka,Yadgir,536,89,21,374.0,866.0,3666.0,3477.0,646,1240.0,7143.0,1.9195046439628483,11.057275541795665
2025-04-01,Madhya Pradesh,Alirajpur,134,105,15,0.0,0.0,4642.0,4219.0,254,0.0,8861.0,0.0,34.88582677165354
2025-04-01,Madhya Pradesh,Ashok Nagar,342,139,50,744.0,4620.0,8644.0,3800.0,531,5364.0,12444.0,10.101694915254237,23.43502824858757
2025-04-01,Madhya Pradesh,Barwani,497,313,10,1344.0,9018.0,15662.0,11872.0,820,10362.0,27534.0,12.636585365853659,33.578048780487805
2025-04-01,Madhya Pradesh,Betul,193,20,10,726.0,2602.0,11062.0,11031.0,223,3328.0,22093.0,14.923766816143498,99.07174887892377
2025-04-01,Madhya Pradesh,Bhind,732,228,91,0.0,0.0,5754.0,2999.0,1051,0.0,8753.0,0.0,8.32825880114177
2025-04-01,Madhya Pradesh,Bhopal,316,47,20,1269.0,9365.0,11729.0,9688.0,383,10634.0,21417.0,27.765013054830288,55.91906005221932
2025-04-01,Madhya Pradesh,Burhanpur,547,155,100,0.0,0.0,3801.0,3962.0,802,0.0,7763.0,0.0,9.679551122194514
2025-04-01,Madhya Pradesh,Chhatarpur,555,255,40,510.0,2342.0,14269.0,9000.0,850,2852.0,23269.0,3.355294117647059,27.37529411764706
2025-04-01,Madhya Pradesh,Datia,237,55,10,0.0,0.0,4531.0,2350.0,302,0.0,6881.0,0.0,22.78476821192053
2025-04-01,Madhya Pradesh,Dewas,427,65,10,236.0,2462.0,6769.0,7532.0,502,2698.0,14301.0,5.374501992031872,28.48804780876494
2025-04-01,Madhya Pradesh,Dhar,396,116,107,758.0,3372.0,10072.0,9703.0,619,4130.0,19775.0,6.6720516962843295,31.946688206785137
2025-04-01,Madhya Pradesh,Guna,633,120,31,452.0,3358.0,11724.0,5429.0,784,3810.0,17153.0,4.85969387755102,21.878826530612244
2025-04-01,Madhya Pradesh,Gwalior,855,370,113,241.0,1547.0,10154.0,6546.0,1338,1788.0,16700.0,1.336322869955157,12.481315396113603
2025-04-01,Madhya Pradesh,Indore,830,205,48,2010.0,14843.0,14574.0,12400.0,1083,16853.0,26974.0,15.56140350877193,24.9067405355494
2025-04-01,Madhya Pradesh,Jabalpur,125,23,11,304.0,2764.0,10507.0,8228.0,159,3068.0,18735.0,19.29559748427673,117.83018867924528
2025-04-01,Madhya Pradesh,Jhabua,466,372,48,0.0,0.0,7489.0,6260.0,886,0.0,13749.0,0.0,15.51805869074492
2025-04-01,Madhya Pradesh,Katni,353,40,20,766.0,5004.0,5161.0,6243.0,413,5770.0,11404.0,13.970944309927361,27.612590799031477
2025-04-01,Madhya Pradesh,Khandwa,271,133,16,0.0,0.0,5702.0,2816.0,420,0.0,8518.0,0.0,20.28095238095238
